step,loss
0,3.8705039024353027
1,24.004915237426758
2,16.27155876159668
3,6.693996429443359
4,3.5013773441314697
5,2.406926155090332
6,2.2917771339416504
7,2.2237367630004883
8,2.1092934608459473
9,2.0907835960388184
10,2.098975658416748
11,2.094184398651123
12,2.082749843597412
13,2.079439401626587
14,2.0800132751464844
15,2.0778915882110596
16,2.081509590148926
17,2.0776772499084473
18,2.074982166290283
19,2.0760669708251953
20,2.0754880905151367
21,2.074181079864502
22,2.0722920894622803
23,2.0709609985351562
24,2.0704851150512695
25,2.0714335441589355
26,2.0674314498901367
27,2.067474842071533
28,2.0646979808807373
29,2.06500506401062
30,2.0648531913757324
31,2.0648908615112305
32,2.058560371398926
33,2.0566959381103516
34,2.0522689819335938
35,2.0502676963806152
36,2.0492217540740967
37,2.044304132461548
38,2.0366411209106445
39,2.040325164794922
40,2.0332834720611572
41,2.035618782043457
42,2.027034044265747
43,2.0244579315185547
44,2.019350290298462
45,2.01956844329834
46,2.021308183670044
47,2.0177199840545654
48,2.006934404373169
49,2.003415107727051
50,1.997126579284668
51,1.9903106689453125
52,1.9891440868377686
53,1.9785003662109375
54,1.9849340915679932
55,1.9566600322723389
56,1.963301420211792
57,1.9492008686065674
58,1.944707989692688
59,1.9278385639190674
60,1.929773211479187
61,1.9239065647125244
62,1.9211149215698242
63,1.9065961837768555
64,1.8904693126678467
65,1.8941280841827393
66,1.882183313369751
67,1.8859584331512451
68,1.8649628162384033
69,1.8795078992843628
70,1.8639283180236816
71,1.847764253616333
72,1.8496521711349487
73,1.8509482145309448
74,1.8431602716445923
75,1.848819375038147
76,1.8208997249603271
77,1.8325567245483398
78,1.822284460067749
79,1.8117597103118896
80,1.798575520515442
81,1.818718671798706
82,1.797157645225525
83,1.7916274070739746
84,1.7725106477737427
85,1.773555040359497
86,1.7656960487365723
87,1.761412262916565
88,1.7500933408737183
89,1.7517988681793213
90,1.7373703718185425
91,1.728726863861084
92,1.7201206684112549
93,1.7087938785552979
94,1.7216522693634033
95,1.70264732837677
96,1.6827185153961182
97,1.6944024562835693
98,1.6855278015136719
99,1.6676298379898071
100,1.6657061576843262
101,1.6759483814239502
102,1.652315378189087
103,1.6425061225891113
104,1.6360442638397217
105,1.6464996337890625
106,1.6334959268569946
